Date,Price,Open,High,Low,Vol.,Change %,Year
2016-10-04,79.82,80.34,81.27,79.74,1.99M,-0.73%,2016
2016-10-03,80.41,80.42,80.77,79.81,1.70M,-0.17%,2016
2016-09-30,80.55,79.92,80.96,79.55,2.82M,1.60%,2016
2016-09-29,79.28,81.05,81.19,78.86,4.12M,-2.35%,2016
2016-09-28,81.19,79.73,81.31,79.3,2.95M,2.24%,2016
2016-09-27,79.41,79.02,79.82,78.92,2.27M,-0.08%,2016
2016-09-26,79.47,79.78,80.27,79.39,2.35M,-0.14%,2016
2016-09-23,79.58,79.69,79.95,79.06,2.07M,-0.56%,2016
2016-09-22,80.03,80.5,81.08,80.01,1.73M,-0.05%,2016
2016-09-21,80.07,79.82,80.19,79.37,2.13M,0.62%,2016
2016-09-20,79.58,80.35,80.47,79.58,2.22M,-0.96%,2016
2016-09-19,80.35,79.76,80.88,79.18,3.21M,1.59%,2016
2016-09-16,79.09,78.32,79.28,78.23,7.60M,-0.01%,2016
2016-09-15,79.1,77.43,79.53,77.1,2.89M,2.77%,2016
2016-09-14,76.97,77.14,78.23,76.76,3.12M,-0.36%,2016
2016-09-13,77.25,78.0,78.05,77.12,4.01M,-2.02%,2016
2016-09-12,78.84,77.49,79.21,77.17,2.22M,1.26%,2016
2016-09-09,77.86,79.39,79.41,77.86,2.83M,-2.77%,2016
2016-09-08,80.08,79.8,80.46,79.47,2.00M,0.62%,2016
2016-09-07,79.59,79.24,79.99,79.15,3.31M,0.61%,2016
2016-09-06,79.11,79.28,79.34,78.76,2.73M,0.30%,2016
2016-09-02,78.87,78.97,79.03,78.48,1.56M,0.74%,2016
2016-09-01,78.29,78.93,78.93,77.66,2.17M,-0.20%,2016
2016-08-31,78.45,79.15,79.37,78.11,2.65M,-1.11%,2016
2016-08-30,79.33,79.46,79.79,78.91,1.98M,0.57%,2016
2016-08-29,78.88,78.86,79.3,78.65,1.78M,0.33%,2016
2016-08-26,78.62,79.1,79.7,78.17,2.06M,-0.57%,2016
2016-08-25,79.07,77.89,79.45,77.83,3.67M,1.79%,2016
2016-08-24,77.68,77.8,78.23,77.2,1.66M,-0.18%,2016
2016-08-23,77.82,77.17,78.19,76.96,1.72M,1.10%,2016
2016-08-22,76.97,77.52,77.66,76.8,2.25M,-1.38%,2016
2016-08-19,78.05,77.63,78.69,77.51,2.40M,0.13%,2016
2016-08-18,77.95,77.98,78.18,77.18,3.63M,0.31%,2016
2016-08-17,77.71,78.06,78.21,77.26,2.64M,-0.35%,2016
2016-08-16,77.98,78.12,78.25,77.71,1.62M,-0.78%,2016
2016-08-15,78.59,79.15,79.25,78.22,2.81M,-0.28%,2016
2016-08-12,78.81,78.39,78.9,78.0,2.45M,0.83%,2016
2016-08-11,78.16,77.42,78.47,77.0,1.96M,1.57%,2016
2016-08-10,76.95,76.89,77.86,76.5,2.23M,0.30%,2016
2016-08-09,76.72,78.76,78.79,76.58,3.05M,-2.37%,2016
2016-08-08,78.58,78.89,79.52,78.48,2.33M,0.38%,2016
2016-08-05,78.28,77.71,78.61,77.5,1.62M,0.95%,2016
2016-08-04,77.54,78.37,78.83,77.31,2.69M,-1.42%,2016
2016-08-03,78.66,76.6,78.74,76.3,4.58M,3.30%,2016
2016-08-02,76.15,74.53,76.33,74.51,4.53M,2.55%,2016
2016-08-01,74.26,75.3,75.63,74.02,3.40M,-2.37%,2016
2016-07-29,76.06,75.38,76.16,73.82,5.55M,-0.25%,2016
2016-07-28,76.25,75.69,76.38,75.09,4.05M,1.13%,2016
2016-07-27,75.4,76.43,76.87,75.27,3.11M,-1.09%,2016
2016-07-26,76.23,74.47,76.3,74.37,2.90M,2.36%,2016
2016-07-25,74.47,75.03,75.12,73.97,3.32M,-1.22%,2016
2016-07-22,75.39,75.12,75.4,74.61,1.69M,0.36%,2016
2016-07-21,75.12,75.55,76.17,74.95,2.66M,-0.29%,2016
2016-07-20,75.34,75.74,76.02,75.0,2.14M,-0.53%,2016
2016-07-19,75.74,75.73,75.94,75.32,2.02M,0.12%,2016
2016-07-18,75.65,75.77,76.07,75.0,2.42M,-0.01%,2016
2016-07-15,75.66,76.91,76.91,75.5,2.98M,-1.24%,2016
2016-07-14,76.61,76.36,76.81,76.06,2.90M,0.47%,2016
